m1	-0.020792610323950293
m2	0.009430717607390685
m3	0.4122537800530595
m4	0.016877588172388148
m5	-0.06996294323240138
m6	-0.4746944330186861
m7	-0.05574160995211916
m8	-0.31615911155512916
m9	0.27959905515499667
m10	-0.11531901885131587
m11	0.28821521423742413
m12	-0.00938533158568047
m13	0.10167236210411731
m14	-0.204463969363773
m15	-0.04685816719864203
m16	-0.18811086808970878
m17	0.0015116033799449263
m18	-0.136697542244392
m19	0.14851304252838787
m20	0.024501504336150073
m21	-0.016200095466587076
m22	-0.027252093137922456
m23	0.029309543081105078
m24	0.04336851520854761
m25	-0.036265380897554336
m26	0.010763794498974712
m27	-0.027123156009903924
m28	0.39659707334457245
m29	0.009195772048940605
m30	-0.04845438625539401
m31	-0.1287787284980152
m32	0.09309616033139927
m33	-0.029254160401439668
m34	-0.037776436372094255
m35	0.1705259146831789
m36	0.3310788493097555
m37	0.08076890037953924
m38	0.14735305672289434
m39	-0.1927911571489175
m40	-0.03664532865457677
m41	-0.00034537859901021597
m42	0.0972831033848457
m43	-0.12009094989619337
m44	0.215669012667147
m45	-0.009471701880755804
m46	-0.06279060658873328
m47	0.05464876605256476
m48	0.07412258463427232
m49	0.01571252181423096
m50	0.09886546636323817
m51	0.03959486478838353
m52	0.1012361239649489
m53	-0.055568133960004124
m54	0.013520850712654346
m55	0.017162482387847507
m56	0.003872130978163901
m57	0.003459812542042032
m58	0.030876173921143692
m59	-0.2943804773369324
m60	-0.19217096551405574
m61	-0.015248932425796233
m62	-0.06194735552477911
m63	-0.011976340934164295
m64	0.05952397833292049
m65	-0.0730228449020563
m66	0.00320942728913123
m67	-0.005220216426365472
m68	0.0069301035197976485
m69	-0.05164197057403944
m70	-0.13656000992927783
m71	0.005818811270728432
m72	-0.019105178022985513
m73	0.16053779190916226
m74	-0.24325695475319606
m75	-0.0035325913132982427
m76	-0.023386255319616703
m77	-0.06157415303722178
m78	-0.20470275133855514
m79	0.025333680204214094
m80	-0.0006054694455308875
m81	-0.007425322517629468
